zone,gender,age,indigenous,fam_members,eapop,labcat,labbranch,firm_size,formality,work_hours,work_income,educ,poverty,job_tenure
urban,man,60,indigenous,4,1,,,,0,,,12,poor,
urban,woman,59,indigenous,4,0,,,,,,,0,poor,
urban,man,20,indigenous,4,0,,,,,,,13,poor,
urban,woman,94,indigenous,4,0,,,,,,,0,poor,
urban,man,43,indigenous,9,1,selfemployed,transportation,small,0,98,3270,5,poor,10
urban,woman,43,indigenous,9,1,selfemployed,manufacture,small,0,35,898,2,poor,20
urban,man,23,indigenous,9,0,,,,,,,13,poor,
urban,woman,21,indigenous,9,0,,,,,,,13,poor,
urban,woman,19,indigenous,9,0,,,,,,,12,poor,
urban,woman,16,indigenous,9,0,,,,,,,10,poor,
urban,woman,15,indigenous,9,0,,,,,,,9,poor,
urban,woman,10,indigenous,9,0,,,,,,,3,poor,
urban,man,8,indigenous,9,0,,,,,,,1,poor,
urban,man,43,other,4,1,selfemployed,trade,small,0,36,7260,11,notpoor,3
urban,woman,42,other,4,1,unpaid,trade,small,0,24,0,5,notpoor,3
urban,man,12,other,4,0,,,,,,,5,notpoor,
urban,woman,8,other,4,0,,,,,,,2,notpoor,
urban,man,20,other,4,1,selfemployed,construction,small,0,48,2480,9,poor,0.0575374
urban,woman,21,other,4,0,,,,,,,12,poor,
urban,man,2,other,4,0,,,,,,,,poor,
urban,woman,0,other,4,0,,,,,,,,poor,
urban,man,52,other,5,1,employee,services,large,1,25,11083.33,17,notpoor,12
urban,woman,37,other,5,1,employee,finance,large,1,48,4380,17,notpoor,11
urban,man,13,other,5,0,,,,,,,7,notpoor,
urban,woman,10,other,5,0,,,,,,,4,notpoor,
urban,woman,9,other,5,0,,,,,,,3,notpoor,
urban,man,49,indigenous,6,1,employee,services,large,1,24,5037.333,17,notpoor,10
urban,woman,43,indigenous,6,1,employee,services,large,1,20,4665.167,17,notpoor,9
urban,man,20,other,6,0,,,,,,,13,notpoor,
urban,man,19,other,6,0,,,,,,,12,notpoor,
urban,woman,13,other,6,0,,,,,,,7,notpoor,
urban,woman,0,other,6,0,,,,,,,,notpoor,
urban,man,33,indigenous,3,1,selfemployed,transportation,small,0,72,5958,11,notpoor,4
urban,woman,31,indigenous,3,1,selfemployed,trade,small,0,72,7440,11,notpoor,2
urban,man,3,indigenous,3,0,,,,,,,,notpoor,
urban,man,23,indigenous,1,0,,,,,,,17,notpoor,
urban,woman,24,other,2,1,employee,services,,0,35,1283.333,12,poor,3
urban,woman,3,other,2,0,,,,,,,,poor,
urban,woman,38,other,3,1,selfemployed,trade,small,1,70,5880,12,notpoor,28
urban,woman,11,other,3,0,,,,,,,5,notpoor,
urban,man,4,other,3,0,,,,,,,0,notpoor,
urban,woman,52,indigenous,5,1,selfemployed,trade,small,0,8,1996,5,poor,30
urban,man,23,indigenous,5,0,,,,,,,15,poor,
urban,woman,20,indigenous,5,1,unpaid,trade,small,0,8,0,13,poor,8
urban,woman,17,other,5,1,unpaid,trade,small,0,24,0,11,poor,5
urban,woman,50,other,5,0,,,,,,,3,poor,
urban,man,87,indigenous,1,1,selfemployed,manufacture,small,0,12,180,0,poor,30
urban,man,61,indigenous,2,1,employee,manufacture,medium,1,48,5387.5,12,notpoor,20
urban,woman,56,indigenous,2,1,selfemployed,trade,small,0,70,4200,8,notpoor,15
urban,man,29,indigenous,4,1,selfemployed,trade,small,0,54,4000,15,notpoor,4
urban,woman,31,indigenous,4,1,selfemployed,trade,small,0,42,2310,17,notpoor,2
urban,woman,11,other,4,0,,,,,,,5,notpoor,
urban,man,1,other,4,0,,,,,,,,notpoor,
urban,woman,23,indigenous,1,0,,,,,,,16,poor,
urban,woman,24,indigenous,4,0,,,,,,,7,poor,
urban,man,27,indigenous,4,1,employee,trade,small,0,48,2708.333,2,poor,3
urban,woman,6,other,4,0,,,,,,,0,poor,
urban,man,3,other,4,0,,,,,,,,poor,
urban,woman,53,indigenous,2,1,selfemployed,trade,small,0,70,1281.4,5,notpoor,10
urban,man,9,other,2,0,,,,,,,3,notpoor,
urban,man,66,other,3,1,selfemployed,trade,small,0,20,485,12,notpoor,35
urban,woman,62,other,3,1,unpaid,trade,small,0,12,0,8,notpoor,35
urban,woman,28,other,3,1,employee,services,medium,1,40,2000,17,notpoor,0.25
urban,man,51,indigenous,4,1,employee,transportation,medium,0,40,3250,12,notpoor,10
urban,woman,51,indigenous,4,1,employee,services,medium,1,36,3508.333,12,notpoor,15
urban,man,27,indigenous,4,1,employee,services,medium,1,48,2291.667,17,notpoor,3
urban,woman,25,indigenous,4,1,,,,0,,,17,notpoor,
urban,man,37,indigenous,5,1,employer,transportation,small,0,24,6800,12,notpoor,10
urban,woman,39,indigenous,5,1,selfemployed,trade,small,0,56,6000,9,notpoor,6
urban,woman,20,indigenous,5,1,employee,trade,small,0,56,700,12,notpoor,2
urban,woman,9,other,5,0,,,,,,,3,notpoor,
urban,woman,5,other,5,0,,,,,,,0,notpoor,
urban,man,46,indigenous,5,1,employer,transportation,small,1,24,5958,12,notpoor,10
urban,woman,46,indigenous,5,1,employee,services,medium,1,40,3750,17,notpoor,8
urban,man,22,indigenous,5,0,,,,,,,13,notpoor,
urban,woman,18,indigenous,5,0,,,,,,,12,notpoor,
urban,woman,11,other,5,0,,,,,,,5,notpoor,
urban,man,29,other,3,1,employee,manufacture,large,1,48,3285,12,notpoor,7
urban,woman,29,other,3,0,,,,,,,12,notpoor,
urban,man,4,other,3,0,,,,,,,0,notpoor,
urban,woman,49,indigenous,6,0,,,,,,,12,poor,
urban,man,49,indigenous,6,1,employer,trade,small,0,54,3130,10,poor,10
urban,man,29,indigenous,6,0,,,,,,,17,poor,
urban,woman,23,indigenous,6,0,,,,,,,14,poor,
urban,man,22,indigenous,6,1,employee,trade,small,0,48,1200,17,poor,0.5
urban,woman,19,indigenous,6,0,,,,,,,13,poor,
urban,woman,52,indigenous,5,0,,,,,,,17,poor,
urban,man,53,indigenous,5,1,employee,transportation,small,0,84,3000,12,poor,1
urban,woman,21,indigenous,5,0,,,,,,,15,poor,
urban,woman,19,indigenous,5,0,,,,,,,13,poor,
urban,woman,13,indigenous,5,0,,,,,,,7,poor,
urban,woman,87,indigenous,2,1,selfemployed,trade,small,0,8,172,0,poor,5
urban,man,39,indigenous,2,0,,,,,,,3,poor,
urban,woman,61,indigenous,2,0,,,,,,,10,notpoor,
urban,woman,24,indigenous,2,1,employee,services,large,0,48,2800,17,notpoor,0.1666667
urban,woman,48,indigenous,4,1,employee,manufacture,small,0,24,600,11,poor,0.0833333
urban,woman,23,other,4,1,employee,manufacture,small,0,27,600,12,poor,1
urban,woman,15,other,4,0,,,,,,,9,poor,
urban,woman,7,other,4,0,,,,,,,2,poor,
urban,man,56,indigenous,7,1,selfemployed,manufacture,small,0,24,2056,6,poor,10
urban,man,19,other,7,1,selfemployed,construction,small,0,48,1800,11,poor,0.0833333
urban,man,13,other,7,0,,,,,,,6,poor,
urban,woman,17,other,7,0,,,,,,,10,poor,
urban,woman,0,other,7,0,,,,,,,,poor,
urban,woman,98,indigenous,7,0,,,,,,,2,poor,
urban,man,10,other,7,0,,,,,,,3,poor,
urban,man,37,indigenous,3,1,selfemployed,construction,small,0,48,1730,12,notpoor,0.25
urban,woman,32,other,3,1,selfemployed,trade,small,0,20,660,3,notpoor,8
urban,woman,14,other,3,1,employee,services,,0,48,541.6667,7,notpoor,3
urban,woman,60,other,1,1,selfemployed,services,small,0,18,800,0,notpoor,7
urban,man,26,indigenous,3,1,employee,trade,medium,0,48,1816.667,17,notpoor,0.4166667
urban,woman,28,other,3,1,,,,0,,,17,notpoor,
urban,man,2,other,3,0,,,,,,,,notpoor,
urban,man,51,indigenous,5,1,selfemployed,construction,small,0,30,1800,4,poor,0.1666667
urban,woman,50,indigenous,5,0,,,,,,,3,poor,
urban,woman,18,other,5,0,,,,,,,10,poor,
urban,woman,24,other,5,1,,,,0,,,17,poor,
urban,man,8,other,5,0,,,,,,,2,poor,
urban,woman,37,other,4,1,selfemployed,trade,small,0,98,620,12,notpoor,6
urban,man,15,other,4,0,,,,,,,9,notpoor,
urban,man,12,other,4,0,,,,,,,5,notpoor,
urban,woman,8,other,4,0,,,,,,,0,notpoor,
urban,man,28,other,3,1,selfemployed,transportation,small,0,77,3000,10,notpoor,0.1666667
urban,woman,25,other,3,1,employee,services,,0,30,1083.333,11,notpoor,3
urban,man,6,other,3,0,,,,,,,0,notpoor,
urban,woman,36,other,3,1,employee,services,medium,1,38.5,2700,21,notpoor,1
urban,woman,13,other,3,0,,,,,,,7,notpoor,
urban,man,9,other,3,0,,,,,,,3,notpoor,
urban,man,44,other,3,1,employee,trade,medium,1,44,2800,15,notpoor,0.25
urban,woman,43,other,3,1,selfemployed,trade,small,0,42,1000,17,notpoor,7
urban,woman,12,other,3,0,,,,,,,5,notpoor,
urban,woman,29,indigenous,3,1,employee,services,,0,12,866.6667,12,poor,5
urban,woman,8,other,3,0,,,,,,,1,poor,
urban,woman,1,other,3,0,,,,,,,,poor,
urban,woman,49,indigenous,3,1,employee,services,large,1,42,2738.917,12,notpoor,7
urban,man,28,other,3,1,selfemployed,construction,small,0,48,1800,13,notpoor,1
urban,woman,23,other,3,1,employee,trade,small,0,10,430,13,notpoor,0.1666667
urban,woman,42,other,3,1,employee,services,medium,1,30,2491.667,12,notpoor,20
urban,man,16,other,3,0,,,,,,,10,notpoor,
urban,woman,12,other,3,0,,,,,,,6,notpoor,
urban,man,32,other,4,1,employee,trade,small,0,16,1625,,notpoor,5
urban,woman,34,other,4,1,employee,services,large,1,48,2941.667,12,notpoor,3
urban,woman,5,other,4,0,,,,,,,0,notpoor,
urban,man,0,other,4,0,,,,,,,,notpoor,
urban,man,28,other,1,1,employee,trade,medium,0,21,2560,12,notpoor,0.0833333
urban,man,24,other,1,1,selfemployed,construction,small,0,48,2700,12,notpoor,5
urban,woman,34,other,5,1,employee,manufacture,large,1,48,2200,12,notpoor,0.4166667
urban,man,40,other,5,1,employee,services,large,1,48,3890.833,12,notpoor,15
urban,man,17,other,5,0,,,,,,,11,notpoor,
urban,man,15,other,5,0,,,,,,,9,notpoor,
urban,woman,10,other,5,0,,,,,,,5,notpoor,
urban,man,40,indigenous,4,1,selfemployed,transportation,small,0,72,6500,12,notpoor,7
urban,woman,39,indigenous,4,0,,,,,,,17,notpoor,
urban,woman,20,indigenous,4,0,,,,,,,13,notpoor,
urban,man,7,indigenous,4,0,,,,,,,1,notpoor,
urban,woman,37,indigenous,8,1,,,,0,,,2,poor,
urban,man,19,indigenous,8,1,,,,0,,,12,poor,
urban,woman,17,indigenous,8,0,,,,,,,11,poor,
urban,man,15,indigenous,8,0,,,,,,,7,poor,
urban,woman,9,indigenous,8,0,,,,,,,2,poor,
urban,man,7,indigenous,8,0,,,,,,,0,poor,
urban,woman,5,indigenous,8,0,,,,,,,0,poor,
urban,man,4,indigenous,8,0,,,,,,,0,poor,
urban,man,44,other,5,1,employer,construction,medium,0,48,16000,17,notpoor,1
urban,woman,44,other,5,0,,,,,,,17,notpoor,
urban,woman,18,other,5,0,,,,,,,13,notpoor,
urban,man,6,other,5,0,,,,,,,0,notpoor,
urban,man,72,other,5,0,,,,,,,17,notpoor,
urban,man,47,indigenous,3,1,selfemployed,trade,small,0,72,6398.4,9,notpoor,25
urban,woman,48,indigenous,3,1,selfemployed,trade,small,0,60,4248.4,5,notpoor,20
urban,woman,18,indigenous,3,0,,,,,,,11,notpoor,
urban,man,76,other,2,1,selfemployed,services,small,0,20,6759,17,notpoor,42
urban,woman,60,other,2,1,employer,services,small,0,16,3959,17,notpoor,5
urban,man,71,indigenous,3,0,,,,,,,10,notpoor,
urban,woman,68,indigenous,3,1,selfemployed,trade,small,0,56,2100,5,notpoor,8
urban,woman,12,indigenous,3,0,,,,,,,5,notpoor,
urban,man,41,indigenous,2,1,selfemployed,trade,small,0,60,2400,17,notpoor,7
urban,woman,42,indigenous,2,0,,,,,,,17,notpoor,
urban,man,37,indigenous,1,1,employee,services,large,1,48,6191.167,16,notpoor,6
urban,man,38,indigenous,3,1,employer,services,small,0,18,3440,17,notpoor,10
urban,woman,40,other,3,1,selfemployed,trade,small,0,60,4890,17,notpoor,4
urban,woman,20,other,3,0,,,,,,,15,notpoor,
urban,man,72,indigenous,2,0,,,,,,,17,notpoor,
urban,woman,68,indigenous,2,0,,,,,,,8,notpoor,
urban,man,58,other,5,1,employee,services,medium,1,16,3749.917,17,notpoor,7
urban,woman,52,other,5,1,employee,services,medium,1,20,4838.25,17,notpoor,7
urban,man,22,other,5,0,,,,,,,15,notpoor,
urban,woman,20,other,5,0,,,,,,,13,notpoor,
urban,man,18,other,5,0,,,,,,,13,notpoor,
urban,man,25,indigenous,4,1,employer,manufacture,small,0,40,2300,13,poor,2
urban,woman,25,other,4,1,selfemployed,services,small,0,12,645,13,poor,0.0383583
urban,woman,3,other,4,0,,,,,,,,poor,
urban,man,2,other,4,0,,,,,,,,poor,
urban,woman,17,indigenous,1,0,,,,,,,11,notpoor,
urban,woman,51,other,3,1,employee,services,small,1,48,3325,17,notpoor,1.333333
urban,man,18,other,3,0,,,,,,,9,notpoor,
urban,woman,12,other,3,0,,,,,,,6,notpoor,
urban,man,40,indigenous,1,1,employee,transportation,large,0,54,2210,8,notpoor,1
urban,man,22,indigenous,4,1,employee,manufacture,medium,1,48,2100,10,poor,1
urban,woman,19,indigenous,4,0,,,,,,,13,poor,
urban,man,2,other,4,0,,,,,,,,poor,
urban,woman,22,indigenous,4,1,employee,trade,small,0,24,750,14,poor,0.3333333
urban,man,31,indigenous,4,1,employee,manufacture,large,1,48,3800,15,notpoor,1.166667
urban,woman,31,indigenous,4,1,selfemployed,trade,small,0,60,4800,12,notpoor,4
urban,woman,11,other,4,0,,,,,,,5,notpoor,
urban,woman,8,other,4,0,,,,,,,2,notpoor,
urban,woman,83,indigenous,1,0,,,,,,,0,poor,
urban,man,41,indigenous,4,1,,,,0,,,17,poor,
urban,woman,40,other,4,1,,,,0,,,17,poor,
urban,man,12,other,4,0,,,,,,,6,poor,
urban,man,9,other,4,0,,,,,,,3,poor,
urban,man,20,indigenous,1,0,,,,,,,13,notpoor,
urban,woman,50,indigenous,7,1,selfemployed,trade,small,0,72,9000,5,notpoor,1
urban,woman,25,indigenous,7,1,,,,0,,,17,notpoor,
urban,man,21,indigenous,7,0,,,,,,,14,notpoor,
urban,woman,19,indigenous,7,0,,,,,,,13,notpoor,
urban,man,15,indigenous,7,0,,,,,,,9,notpoor,
urban,woman,13,indigenous,7,0,,,,,,,7,notpoor,
urban,woman,10,indigenous,7,0,,,,,,,5,notpoor,
urban,woman,26,indigenous,4,0,,,,,,,12,poor,
urban,man,30,indigenous,4,1,selfemployed,transportation,small,0,56,3000,5,poor,1
urban,man,8,other,4,0,,,,,,,3,poor,
urban,woman,1,other,4,0,,,,,,,,poor,
urban,woman,48,indigenous,2,1,selfemployed,trade,small,0,42,2790,0,notpoor,2
urban,woman,10,other,2,0,,,,,,,3,notpoor,
urban,woman,65,other,4,1,employee,services,medium,1,40,6196.667,20,notpoor,7
urban,woman,34,other,4,1,,,,0,,,17,notpoor,
urban,woman,36,other,4,1,employee,services,medium,1,40,6541.667,17,notpoor,10
urban,man,4,other,4,0,,,,,,,0,notpoor,
urban,man,70,other,3,1,employee,services,large,1,40,14221,21,notpoor,38
urban,woman,56,other,3,0,,,,,,,22,notpoor,
urban,man,24,other,3,0,,,,,,,15,notpoor,
urban,man,48,other,4,1,employee,finance,medium,1,44,6604.167,17,notpoor,6
urban,woman,45,other,4,1,employee,finance,medium,1,40,6575,17,notpoor,5
urban,man,15,other,4,0,,,,,,,9,notpoor,
urban,man,14,other,4,0,,,,,,,7,notpoor,
urban,man,46,other,1,1,employer,services,medium,1,57.75,10400,17,notpoor,23
urban,man,41,indigenous,3,1,employee,trade,large,1,72,4061,20,notpoor,1
urban,woman,41,other,3,1,employee,trade,medium,1,48,1850,20,notpoor,0.6666667
urban,woman,18,other,3,1,employee,trade,medium,0,8,1770,12,notpoor,0.5833333
urban,man,49,other,5,1,employee,services,large,1,40,15253.33,17,notpoor,20
urban,woman,46,other,5,1,employee,services,large,1,40,5636,17,notpoor,15
urban,woman,12,other,5,0,,,,,,,5,notpoor,
urban,woman,10,other,5,0,,,,,,,4,notpoor,
urban,woman,5,other,5,0,,,,,,,0,notpoor,
urban,woman,53,other,3,1,employee,trade,small,0,49.5,1200,17,poor,1
urban,woman,24,other,3,0,,,,,,,16,poor,
urban,man,22,other,3,0,,,,,,,15,poor,
urban,man,86,other,2,0,,,,,,,12,notpoor,
urban,woman,89,other,2,0,,,,,,,7,notpoor,
urban,woman,51,other,1,1,employee,finance,medium,1,44,6233.333,17,notpoor,11
urban,woman,22,other,2,0,,,,,,,13,poor,
urban,woman,5,other,2,0,,,,,,,0,poor,
urban,man,64,other,2,1,employee,services,medium,1,44,10486.67,21,notpoor,25
urban,man,33,other,2,1,,,,0,,,17,notpoor,
urban,woman,22,other,1,0,,,,,,,16,notpoor,
urban,man,33,other,1,1,employee,services,medium,1,40,3600,17,notpoor,0.1666667
urban,man,23,other,3,0,,,,,,,13,poor,
urban,woman,24,other,3,0,,,,,,,16,poor,
urban,woman,21,other,3,0,,,,,,,14,poor,
urban,woman,17,other,1,0,,,,,,,12,notpoor,
urban,woman,45,other,3,1,employee,services,medium,1,40,6196.667,17,notpoor,5
urban,woman,22,other,3,0,,,,,,,14,notpoor,
urban,woman,8,other,3,0,,,,,,,2,notpoor,
urban,man,26,other,1,0,,,,,,,15,poor,
urban,woman,24,other,1,1,employee,services,,0,24,1200,17,notpoor,0.0833333
urban,man,18,other,1,0,,,,,,,12,notpoor,
urban,woman,21,other,1,0,,,,,,,15,notpoor,
urban,woman,28,other,3,1,selfemployed,services,small,0,14,1000,17,notpoor,1
urban,woman,23,other,3,0,,,,,,,15,notpoor,
urban,woman,7,other,3,0,,,,,,,0,notpoor,
urban,woman,58,other,2,1,selfemployed,trade,small,1,21,6450,12,notpoor,40
urban,man,25,other,2,0,,,,,,,,notpoor,
urban,woman,25,other,3,1,employee,trade,medium,0,36,2790,17,notpoor,0.1666667
urban,woman,22,other,3,0,,,,,,,16,notpoor,
urban,man,18,other,3,1,employee,trade,medium,0,30,2486,12,notpoor,0.0833333
urban,woman,80,other,2,1,selfemployed,trade,small,0,60,3762.5,8,notpoor,15
urban,man,30,other,2,1,,,,0,,,17,notpoor,
urban,woman,64,indigenous,3,1,employee,services,large,1,35,2970.833,15,notpoor,17
urban,woman,25,other,3,0,,,,,,,16,notpoor,
urban,woman,6,other,3,0,,,,,,,0,notpoor,
urban,woman,49,other,1,1,employee,services,medium,1,20,5900,17,notpoor,10
urban,woman,20,other,2,1,selfemployed,trade,small,0,25,1505,13,notpoor,2
urban,woman,3,other,2,0,,,,,,,,notpoor,
urban,man,53,other,4,1,selfemployed,trade,small,1,30,3000,17,notpoor,5
urban,woman,51,other,4,1,selfemployed,services,small,1,30,2250,17,notpoor,10
urban,man,21,other,4,1,employee,services,large,0,5,1000,14,notpoor,0.5
urban,woman,18,other,4,0,,,,,,,12,notpoor,
urban,woman,59,other,2,0,,,,,,,15,notpoor,
urban,man,32,other,2,1,employee,trade,small,1,44,2516.667,17,notpoor,1
urban,woman,18,other,1,0,,,,,,,12,notpoor,
urban,woman,21,other,1,0,,,,,,,16,notpoor,
urban,man,33,other,3,1,employer,trade,small,1,25,5000,17,notpoor,3
urban,woman,29,other,3,0,,,,,,,17,notpoor,
urban,woman,1,other,3,0,,,,,,,,notpoor,
urban,woman,24,other,1,1,selfemployed,services,small,0,20,2300,18,notpoor,1.5
urban,man,22,other,2,0,,,,,,,15,poor,
urban,woman,24,other,2,0,,,,,,,13,poor,
urban,woman,63,other,3,1,selfemployed,manufacture,small,0,72,4200,12,notpoor,20
urban,woman,35,other,3,1,,,,0,,,17,notpoor,
urban,man,61,other,3,1,,,,0,,,12,notpoor,
urban,man,85,indigenous,3,0,,,,,,,0,notpoor,
urban,woman,63,indigenous,1,1,employee,services,large,1,20,7546.667,17,notpoor,40
urban,man,42,other,4,1,,,,0,,,17,notpoor,
urban,woman,41,other,4,1,employee,services,large,1,40,6562.5,17,notpoor,3
urban,man,23,other,4,1,employee,trade,medium,0,36,7811.667,19,notpoor,1
urban,woman,15,other,4,0,,,,,,,9,notpoor,
urban,man,48,indigenous,4,1,employee,services,medium,1,40,7441.583,18,notpoor,2
urban,woman,47,indigenous,4,1,employee,services,large,1,25,5927.667,17,notpoor,1.5
urban,man,13,indigenous,4,0,,,,,,,7,notpoor,
urban,man,6,indigenous,4,0,,,,,,,0,notpoor,
urban,man,22,other,1,0,,,,,,,13,notpoor,
urban,woman,56,other,2,0,,,,,,,17,notpoor,
urban,man,28,other,2,0,,,,,,,15,notpoor,
urban,woman,21,other,1,0,,,,,,,15,poor,
urban,man,97,other,1,0,,,,,,,0,notpoor,
urban,man,77,other,3,0,,,,,,,17,notpoor,
urban,woman,74,other,3,0,,,,,,,17,notpoor,
urban,woman,49,other,3,0,,,,,,,17,notpoor,
urban,woman,54,indigenous,2,1,selfemployed,services,small,0,28,600,7,poor,2
urban,man,27,other,2,0,,,,,,,12,poor,
urban,man,48,other,2,1,,,,0,,,10,poor,
urban,woman,57,other,2,0,,,,,,,16,poor,
urban,man,36,other,5,1,employee,services,medium,1,40,6021.167,17,notpoor,7
urban,woman,32,other,5,0,,,,,,,17,notpoor,
urban,woman,11,other,5,0,,,,,,,5,notpoor,
urban,woman,9,other,5,0,,,,,,,2,notpoor,
urban,woman,4,other,5,0,,,,,,,0,notpoor,
urban,man,21,other,1,0,,,,,,,12,notpoor,
urban,man,29,other,1,1,selfemployed,services,small,0,20,1233.333,17,notpoor,1
urban,man,59,other,3,1,employee,services,medium,1,30,5552.75,16,notpoor,8
urban,woman,52,other,3,1,selfemployed,trade,small,0,105,5910,2,notpoor,20
urban,man,16,other,3,0,,,,,,,10,notpoor,
urban,woman,20,other,1,0,,,,,,,14,notpoor,
urban,woman,35,other,4,1,employee,manufacture,large,1,42,3707.5,12,notpoor,10
urban,man,17,other,4,0,,,,,,,9,notpoor,
urban,woman,7,other,4,0,,,,,,,0,notpoor,
urban,man,1,other,4,0,,,,,,,,notpoor,
urban,man,32,other,2,1,selfemployed,construction,small,0,24,3000,17,notpoor,0.1666667
urban,woman,56,other,2,1,employee,services,medium,1,15,5912.5,17,notpoor,18
urban,man,27,other,1,1,employee,construction,medium,0,44,4000,21,notpoor,0.0833333
urban,man,38,other,4,1,employee,construction,medium,1,44,4000,17,notpoor,6
urban,woman,25,other,4,0,,,,,,,16,notpoor,
urban,man,6,other,4,0,,,,,,,0,notpoor,
urban,man,3,other,4,0,,,,,,,,notpoor,
urban,man,26,other,3,1,employee,trade,medium,1,48,3258.333,17,notpoor,1
urban,woman,26,other,3,0,,,,,,,17,notpoor,
urban,woman,20,other,3,0,,,,,,,20,notpoor,
urban,woman,18,other,2,1,employee,trade,small,0,48,1000,10,notpoor,1
urban,woman,0,other,2,0,,,,,,,,notpoor,
urban,man,39,other,4,1,employer,trade,small,0,60,6450,10,notpoor,0.5
urban,woman,32,other,4,1,selfemployed,trade,small,0,35,2340,6,notpoor,0.25
urban,man,18,other,4,0,,,,,,,12,notpoor,
urban,man,13,other,4,0,,,,,,,6,notpoor,
urban,man,62,other,6,1,selfemployed,agriculture,small,0,16,120,17,notpoor,0.0833333
urban,woman,56,indigenous,6,1,employee,services,large,1,40,6525,17,notpoor,35
urban,woman,36,other,6,0,,,,,,,17,notpoor,
urban,man,35,other,6,0,,,,,,,17,notpoor,
urban,man,26,other,6,0,,,,,,,16,notpoor,
urban,man,13,other,6,0,,,,,,,7,notpoor,
urban,woman,28,other,1,1,employee,services,large,1,40,4000,21,notpoor,0.9166667
urban,man,42,other,6,1,selfemployed,manufacture,small,0,48,1320,12,poor,12
urban,woman,41,indigenous,6,1,selfemployed,services,small,1,9,1700,17,poor,2
urban,man,19,indigenous,6,0,,,,,,,13,poor,
urban,woman,13,indigenous,6,0,,,,,,,8,poor,
urban,man,12,indigenous,6,0,,,,,,,6,poor,
urban,man,10,indigenous,6,0,,,,,,,3,poor,
urban,woman,31,other,6,1,selfemployed,trade,small,0,72,1510,5,poor,0.1666667
urban,man,38,other,6,1,unpaid,trade,small,0,16,0,12,poor,0.0833333
urban,woman,12,other,6,0,,,,,,,5,poor,
urban,man,10,other,6,0,,,,,,,4,poor,
urban,man,9,other,6,0,,,,,,,3,poor,
urban,woman,8,other,6,0,,,,,,,2,poor,
urban,man,63,indigenous,7,1,employee,basicservices,large,0,48,3000,12,notpoor,0.0383583
urban,woman,58,indigenous,7,0,,,,,,,4,notpoor,
